Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0000828","1","GRAPE ONE (-)","GRAPE ONE: Unknown/unspecified","MLT","1993-12-09 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000827","1","PINGUIN (-)","PINGUIN: Unknown/unspecified","DEU","1993-12-05 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000826","2","BONITA (-), SEAL ISLAND (-)","BONITA: Unknown/unspecified, SEAL ISLAND: Unknown/unspecified","ECU","1993-12-03 00:00","Unspecified"," ","","0","0","","","Refrigerated Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000825","1","YUN TENG (-)","YUN TENG: Unknown/unspecified","PAN","1993-12-03 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000824","1","VOLGO BALT 38 (-)","VOLGO BALT 38: Unknown/unspecified","RUS","1993-12-02 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000823","1","NYHAMMER (-)","NYHAMMER: Unknown/unspecified","XNA","1993-11-29 00:00","Unspecified"," ","","0","0","","","Liquefied Gas Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000822","1","DASA TUJUH (-)","DASA TUJUH: Unknown/unspecified","IDN","1993-11-27 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000821","1","GOLD FAITH (-)","GOLD FAITH: Unknown/unspecified","SGP","1993-11-24 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000820","1","SUCCESS 1 (-)","SUCCESS 1: Unknown/unspecified","PAN","1993-11-20 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000819","1","COPACABANA REEFER (-)","COPACABANA REEFER: Unknown/unspecified","MLT","1993-11-17 00:00","Unspecified"," ","","0","0","","","Refrigerated Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000818","1","BORODINSKOYE POLYE (-)","BORODINSKOYE POLYE: Unknown/unspecified","RUS","1993-11-17 00:00","Unspecified"," ","","0","0","","","Fish Factory Ship / Fish Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000817","2","FOOK LUNG (-), WAN HAI 203 (-)","FOOK LUNG: Unknown/unspecified, WAN HAI 203: Unknown/unspecified","HND","1993-11-15 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000816","1","TROPIC WIND (-)","TROPIC WIND: Unknown/unspecified","PAN","1993-11-10 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000815","1","LUNOHODS-1 (-)","LUNOHODS-1: Unknown/unspecified","LVA","1993-11-09 01:40","Unspecified","600600N 0010700W","Shetlands Islands, southern approaches to Lerwiick Harbour, 250 m SE of Bressay Light","1","1","Foundering",".","Fish Factory Ship / Fish Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2011-01-20","2005-05-23"
"C0000813","1","AMAL (-)","AMAL: Unknown/unspecified","HND","1993-11-03 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000812","2","AYA (-), WLADYSLAW (-)","AYA: Unknown/unspecified, WLADYSLAW: Unknown/unspecified","PAN","1993-10-30 00:00","Unspecified"," ","","0","0","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007282","1","PACIFIC COMMANDER (IMO 7808487)","PACIFIC COMMANDER: Unknown/unspecified","PAN","1993-10-29 13:24","Serious"," ","Timor Sea","1","0","Injury aboard","In the earlier hours of 29 October 1993, the offshore supply ship Pacific Commander manœuvred stern-to the semi-submersible drilling rig Atwood Falcon to back-load some sections of casing. The master  was advised the cargo operation would of short duration and, as a result, he chose not to use an anchor, making fast with two lines aft and maintaining position at right angles to the rig, with the bow thruster. 
After the planned cargo operation was completed and some further equipment transferred, Atwood Falcon then decided to take the opportunity to top up with cement from Pacific Commander, thereby extending the cargo operation significantly. Weather conditions were good and the Master continued to maintain position by use of the bow thruster. In the early afternoon, the Mate was unable to maintain the position and the Master decided to suspend operations and let go. During the operation of letting go, a nylon mooring line, jammed on the bitts, parted under strain, injuring the Mate. 
","Tug","Serious injuries","498","DNV AS (DNV)","","","9","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-05-11",""
"C0000811","1","SAMSUN FINDER (-)","SAMSUN FINDER: Unknown/unspecified","KOR","1993-10-28 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000810","1","OMI CHARGER (-)","OMI CHARGER: Unknown/unspecified","USA","1993-10-19 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000814","1","RONJAY TIHI (IMO 7027045)","RONJAY TIHI: Unknown/unspecified","VCT","1993-10-16 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000809","1","ILIAD (-)","ILIAD: Unknown/unspecified","GRC","1993-10-09 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000808","1","EASTERN GLORY (-)","EASTERN GLORY: Unknown/unspecified","BHS","1993-10-04 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0007490","1","BALTIC LINK (IMO 8300169)","BALTIC LINK: Unknown/unspecified","NLD","1993-10-01 03:30","Very serious","581500N 0184400E","Baltic Sea, North of Gotland","1","0","Fire or explosion","The Baltic Link took on timber and paper products in Gävle from 27 to 29 September 1993. Finally, a consignment of insulating (porous) fibreboard sheets, which will be referred to as softboard, was taken on board and placed aft on below the main deck. The vessel sailed form Hallstavik on 30 September at 14:30 hours bound for Hartlepool, England. At 03:30 hours on 1 October, a smoke alarm was received from the main deck hold. the ship was then approximately 20 nautical miles north of Gotland. 
When the crew had assembled on the bridge, the ship's carbon-dioxide plant on the main deck was activated. The Stockholm Radio Marine Rescue Coordination Centre (MRCC) was alerted. Later on, the Tingstäde Radio Marine Rescue Subcentre (MRSC) took over.  

Equipped with breathing apparatus, members of the crew then inspected the hold and discovered that part of the fibreboard consignment was smouldering. The ship then anchored in Kappelshamnsviken off the island of Gotland.

Smoke divers from the Gotland Rescue Services were put on board by helicopter while the ship lay in Kappelshamnsviken. It was then moved to the quay at Storugns.

When additional carbon dioxide had been supplied, fire-fighting was started on 3 October using smoke divers. That evening, an accident occurred in which a smoke diver returning from his shifts lost contact with his colleague, fell over on the main deck and remained lying there with his breathing mask twisted out of its correct position.  He subsequently died in Visby Hospital. On 6 October the fire was deemed to be extinguished. 
","Ro-Ro Ship for timber and paper cargoes","Loss of life","8833","Lloyd's Register (LR)","","","15","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-10-22",""
"C0000807","1","FRONTIER EXPRESS (-)","FRONTIER EXPRESS: Unknown/unspecified","PAN","1993-10-01 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000806","1","MUTIARA PACIFIC I (-)","MUTIARA PACIFIC I: Unknown/unspecified","IND","1993-10-01 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000805","1","TONY BEST (-)","TONY BEST: Unknown/unspecified","LBR","1993-09-29 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000804","1","ALTAIR (-)","ALTAIR: Unknown/unspecified","PAN","1993-09-25 00:00","Unspecified"," ","","0","1","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0007228","1","IRON FLINDERS (IMO 8407199)","IRON FLINDERS: Unknown/unspecified","AUS","1993-09-24 07:40","Serious"," ","west Swanson dock, Melbourne","1","0","Fire or explosion","Shortly after berthing at West Swanson dock, Melbourne, 02 24 September 1993 the container and general cargo ship  “Iron Flinders”, on charter to BHP Ltd., suffered a fire in the waste-heat unit (economiser) which is situated in the main engine exhaust  trunking at the base of the funnel.
The fire gained sufficient hold for an hydrogen-iron fire to become established, and the internal tube banks of the unit were completely destroyed before the fire was extinguished some eight hours later by the Melbourne Metropolitan Fire Brigade, assisted by the ship’s staff and the use of over 8 tonnes of liquid carbon dioxide.
","Container and general cargo ship","","13280","Lloyd's Register (LR)","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-04-07",""
"C0000803","1","SIMARA EXPRESS (-)","SIMARA EXPRESS: Unknown/unspecified","PHL","1993-09-20 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000802","1","SYN PULKU (-)","SYN PULKU: Unknown/unspecified","POL","1993-09-20 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000801","1","PAN HARVEST (IMO 6809965)","PAN HARVEST: Unknown/unspecified","PAN","1993-09-18 00:00","Unspecified"," ","","0","0","","","Refrigerated Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000800","1","POLESSK (-)","POLESSK: Unknown/unspecified","RUS","1993-09-17 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000799","1","FENG HUANG SHAN (-)","FENG HUANG SHAN: Unknown/unspecified","HND","1993-09-17 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000798","1","ANDERSON (-)","ANDERSON: Unknown/unspecified","MLT","1993-09-17 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000797","1","KISOGAWA (-)","KISOGAWA: Unknown/unspecified","PAN","1993-09-15 00:00","Unspecified"," ","","0","1","","","Chemical Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000796","2","PACIFIC MERCURY (-), SO KANG (-)","PACIFIC MERCURY: Unknown/unspecified, SO KANG: Unknown/unspecified","KOR","1993-09-14 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000795","1","HENG YUN (-)","HENG YUN: Unknown/unspecified","PAN","1993-09-13 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000794","1","VOORTREKKER (-)","VOORTREKKER: Unknown/unspecified","ZAF","1993-09-10 00:00","Unspecified"," ","","0","0","","","Towing / Pushing Tug","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000793","1","KANDALAKSHA (-)","KANDALAKSHA: Unknown/unspecified","RUS","1993-08-30 00:00","Unspecified"," ","","0","0","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000791","2","FUKUYOSHI MARU (-), NISSEY MARU (-)","FUKUYOSHI MARU: Unknown/unspecified, NISSEY MARU: Unknown/unspecified","JPN","1993-08-26 00:00","Unspecified"," ","","0","0","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000790","1","NEW ORIENT PRINCESS (-)","NEW ORIENT PRINCESS: Unknown/unspecified","PAN","1993-08-25 00:00","Unspecified"," ","","0","1","","","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000789","1","ARABIAN EXPRESS (-)","ARABIAN EXPRESS: Unknown/unspecified","HND","1993-08-23 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000788","1","NARAN (-)","NARAN: Unknown/unspecified","ARE","1993-08-22 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000787","1","TAVEECHAI MARINE (-)","TAVEECHAI MARINE: Unknown/unspecified","THA","1993-08-21 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000786","1","INTERHILL KING (-)","INTERHILL KING: Unknown/unspecified","MYS","1993-08-21 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000785","1","BARBEL (-)","BARBEL: Unknown/unspecified","DEU","1993-08-18 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000784","2","LYRIA (-), RUBIS (-)","LYRIA: Unknown/unspecified, RUBIS: Unknown/unspecified","FRA","1993-08-17 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000783","1","MAAS (-)","MAAS: Unknown/unspecified","HKG","1993-08-12 00:00","Unspecified"," ","","0","1","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000782","1","HELENA (-)","HELENA: Unknown/unspecified","PHL","1993-08-11 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000781","1","SKS HORIZON (-)","SKS HORIZON: Unknown/unspecified","LBR","1993-08-10 00:00","Unspecified"," ","","0","1","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000780","1","BALSA 37 (-)","BALSA 37: Unknown/unspecified","PHL","1993-08-10 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000779","1","VALAAMS (-)","VALAAMS: Unknown/unspecified","LVA","1993-08-09 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000778","1","CHERRY NAVEE (-)","CHERRY NAVEE: Unknown/unspecified","HND","1993-08-08 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001016","1","MARINE SKY (-)","MARINE SKY: Unknown/unspecified","PAN","1993-08-04 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0001038","1","AIDA (-)","AIDA: Unknown/unspecified","GRC","1993-08-03 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000777","1","CHALLENGE (-)","CHALLENGE: Unknown/unspecified","VCT","1993-08-02 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000776","2","FALSTRIA (-), NAM YOUG NO. 99 (-)","FALSTRIA: Unknown/unspecified, NAM YOUG NO. 99: Unknown/unspecified","GRC","1993-08-01 00:00","Unspecified"," ","","0","0","","","Container Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007244","1","MAERSK RUNNER (IMO 7814876)","MAERSK RUNNER: Unknown/unspecified","IMN","1993-07-28 14:00","Very serious"," ","Off the North-West Coast of Australia","1","0","Fatality","On 28 July 1993, the off-shore supply ship Maersk Runner was employed running out anchors for the mobile drilling unit Atwood Falcon in the Walkley-l field, on the Australian North-West Shelf. 
This operation involved the use of a 64 mm diameter working wire, or ""chaser wire"", which is used to haul the anchors out to the correct position and then to lower the anchors to the seabed. 
As a dedicated chaser wire had not been provided, the ship had been using the starboard, 70 mm towing wire. When this towing wire parted, early that morning, a composite chaser wire, made up from a number of wire pendants shackled together, was used. 
In the early part of the afternoon, one of the anchors failed to set in the seabed and had to be lifted and repositioned. As Maersk Runner started to lift this anchor, the composite chaser wire parted at a spelter socket, positioned just off the winch. The Mate was struck and thrown by flaying wire, suffering severe head and pelvic wounds, as a result of which he died. 
","Tug/Supply Ship","Loss of life","1296","Lloyd's Register (LR)","","","11","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-04-09",""
"C0001037","1","CEDAR PRIDE (-)","CEDAR PRIDE: Unknown/unspecified","MLT","1993-07-19 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007342","1","CFV 132145 (-)","CFV 132145: Unknown/unspecified","","1993-07-13 15:00","Very serious"," ","Off Green Island, Bona Vistan Newfoundland","1","0","Capsizing / listing","On 05 July 1993, the 5.5 metre open fishing ship CFV 132145 capsized when struck broadside by a wave as a lobster trap was being reset. The three occupants, who were not wearing life Jackets or personal flotation devices, were thrown into the water. After the owner/operator had assisted his son and his grandson on to the overturned boat, he lost consciousness, was washed off the boat, which drifted to an island where they huddled in a rock crevice until rescued the next morning.","Fish Catching Vessel","Loss of life,Serious injuries","1","","","","3","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-06-15",""
"C0000775","1","ZAM ZAM (-)","ZAM ZAM: Unknown/unspecified","VCT","1993-07-09 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001036","1","SKIATHOS REEFER (-)","SKIATHOS REEFER: Unknown/unspecified","GRC","1993-07-07 00:00","Unspecified"," ","","0","0","","","Refrigerated Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000774","1","TEAM STAR (-)","TEAM STAR: Unknown/unspecified","PAN","1993-07-07 00:00","Unspecified"," ","","0","0","","","Other Bulk Dry (cement, woodchips, urea and other specialized) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
