Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0001483","1","ZIEMIA BIALOSTOCKA (-)","ZIEMIA BIALOSTOCKA: Unknown/unspecified","POL","1996-12-16 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001482","1","WAHANA UTAMA V (-)","WAHANA UTAMA V: Unknown/unspecified","IDN","1996-12-16 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001480","1","FEEDERCAPTAIN (-)","FEEDERCAPTAIN: Unknown/unspecified","MLT","1996-12-15 00:00","Unspecified"," ","","0","0","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001479","1","BRIGHT FIELD (-)","BRIGHT FIELD: Unknown/unspecified","LBR","1996-12-14 00:00","Serious"," ","New Orleans Louisiana","0","1","","Shortly after 14:00 hours on 14 December 1996, the fully loaded Liberian bulk carrier Bright Field temporary lost propulsion power as the ship was navigating outbound in the lower Mississippi River at New Orleans, Louisiana. The vessel struck a wharf adjacent to a populated commercial area that included a shopping mall, a condominium parking garage, and a hotel. No fatality resulted from the accident; and no one aboard the Bright Field was injured; however; 4 serious injuries and 58 minor injuries were sustained during evacuation of shore facilities; a gaming ship, and an excursion ship located to the Bright Field and to shoreside facilities were estimated at about $20 million.","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0001478","1","FELIKS KON (-)","FELIKS KON: Unknown/unspecified","RUS","1996-12-14 00:00","Unspecified"," ","","0","0","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007437","2","GUMBET (IMO 7430694), MOONSHOT (-)","GUMBET: Unknown/unspecified, MOONSHOT: Unknown/unspecified","AUS,TUR","1996-12-13 00:00","Serious"," ","Off Pakhoi Bank, Queensland","1","0","Collision","On the morning of Friday 13 December 1996, the Australian fishing ship Moonshot was trawling for prawns off Pakhoi Bank, north of Cape Upstart, Northern Queensland. At about 03:30 hours, with the ship trawling in a north-north-westerly direction, the Skipper handed over to a deckhand and went below to get some sleep. 
Shortly before 04:00 hours, the Skipper was aroused by a shout from the deckhand. Scrambling up into the wheelhouse, he saw the bow of a ship very close on the starboard bow and only had time to brace himself before the stem of Moonshot came in contact with the port bow of the ship. Moonshot was pushed around to port, heeling dangerously to port as the starboard fishing boom came in contact with the side of the ship. As the ship passed clear, the deckhand saw the word ISTANBUL on its stern. 
The ship did not stop, or respond to the Skipper's calls on VHF 16. 
Moonshot received damage to the stem and starboard bow, also to the starboard fishing boom. After ascertaining that the ship was not taking water, the crew retrieved the fishing gear, then returned to Townsville for Moonshot to undergo repairs. 
The Turkish bulk carrier Gumbet was on a ballast passage from Hong Kong to Geelong and had disembarked the Barrier Reef pilot off Cairns at 12:30 hours on Thursday 12 December 1996. 
When the Master went to the bridge at 06:30 hours on 13 December, for his customary morning check, he was informed that the Second Mate had experienced a close quarters situation with a fishing ship at 03:40 hours, off Tink Shoal. The Master telexed a brief account of the reported incident to the ship's owner. 
When Gumbet arrived at Geelong on 18 December, it bore signs of a recent contact between the light and load water lines on the port bow
","BULK CARRIER","","35806","DNV AS (DNV)","64060","","33","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-09-29",""
"C0001477","1","SEASPAN 376 (-)","SEASPAN 376: Unknown/unspecified","CAN","1996-12-09 00:00","Unspecified"," ","","0","0","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001476","1","FINFELLOW (-)","FINFELLOW: Unknown/unspecified","FIN","1996-12-09 00:00","Unspecified"," ","","0","0","","","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001475","1","JING PENG (-)","JING PENG: Unknown/unspecified","HND","1996-12-08 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001474","1","JIN PENG (-)","JIN PENG: Unknown/unspecified","HND","1996-12-08 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007319","1","YPAPADI (-)","YPAPADI: Unknown/unspecified","PAN","1996-12-06 14:00","Less serious"," ","Gaspé, Quebec","1","0","Stranding / grounding","On the afternoon of 06 December 1996, the Ypapadi arrived off the port off Gaspé, Québec. Although pilotage is not compulsory in the port, the ship owner had instructed the agents in Montreal to provide the ship with a pilot upon arrival at the harbour entrance. The sub-agent in Gaspé was not successful in securing the services of an individual with previous pilotage experience, and a representative of the sub-agent boarded the Ypapadi to assist the master in his approach to the berth. A lack of communication between this person and the master led each to believe that the other had the conduct of the ship. In the approach to the berth at a position where a large course alteration was required, neither gave the appropriate order to the quartermaster, and the ship grounded on the north side of the harbour. The Ypapadi was refloated one week later. There was no damage to the ship and no pollution. ","Bulk Carrier","","15.953","","","","27","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-05-27",""
"C0007484","1","CONCORDIA (IMO 1001269)","CONCORDIA: Unknown/unspecified","BHS","1996-12-05 11:00","Very serious","104350S 1334300E","Off New Year Island","1","0","Explosion and Fatality","On 5 December 1996, the sail training ship Concordia, registered in the Commonwealth of the Bahamas, was on passage from Brisbane to Darwin in the Northern Territory. On deck, routine maintenance was being conducted by some of the students. 
Shortly before 11:45 hours on 5 December, one of the students, using a rotary grinder, was removing rust from the door of the battery locker, which was situated at deck level, in the after housing, below the wheelhouse. He paused and called over the Bosun's Mate who looked at the work before turning away and walking towards the forward housing. At that instance, the Bosun's Mate recalled being ""moved"" over a metre, putting her hands over her ears and hearing a noise. Another student, working on the port side about 5 metres from the bridge front, saw a dark shape, which he took to be a body, being thrown over the port rail. 
The Master, who was on watch and fixing the ship's position at the time, and most of the crew heard an explosion and went to the deck. Within a very few seconds life buoys were thrown overboard, one with a smoke marker. The Master could see the student in the water close to the smoke buoy, but as he watched the student disappeared from view. 
Within 3 minutes, a rescue boat was launched and was making for the smoke buoy and Concordia was turned about. No trace of the student could be found, except for a pair of shoes on the deck and some evidence of blood on the deck, on the ship's rail and near the ship's side. 
The maritime rescue authorities were alerted and Concordia, assisted by a helicopter and a fixed wing aircraft, searched the area that afternoon, into the evening until 19:15 hours. The following morning the search resumed at sunrise and Concordia was later joined by a single fixed wing aircraft. The search for the student was abandoned at about 12:30 hours, and after a short service Concordia resumed passage for Darwin. 

","YACHT, SAILING","Loss of life","413","Lloyd's Register (LR)","","","39","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-10-19",""
"C0001473","1","MOON JIN (-)","MOON JIN: Unknown/unspecified","KOR","1996-12-03 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001472","1","TINA (-)","TINA: Unknown/unspecified","NLD","1996-12-01 00:00","Unspecified"," ","","0","0","","","Container Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001471","1","MARITIME LIGHT (-)","MARITIME LIGHT: Unknown/unspecified","SGP","1996-11-30 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0001470","1","KOTA JASA (-)","KOTA JASA: Unknown/unspecified","SGP","1996-11-30 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001469","1","ZB-304 (-)","ZB-304: Unknown/unspecified","USA","1996-11-30 00:00","Unspecified"," ","","0","0","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001468","1","SEASPAN 194 (-)","SEASPAN 194: Unknown/unspecified","CAN","1996-11-29 00:00","Unspecified"," ","","0","0","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001467","1","ELIZABETH WE (-)","ELIZABETH WE: Unknown/unspecified","CYP","1996-11-29 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001466","1","FU KUO HSIN NO.2 (-)","FU KUO HSIN NO.2: Unknown/unspecified","CHN","1996-11-29 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001465","1","MARINE 15 (-)","MARINE 15: Unknown/unspecified","USA","1996-11-27 00:00","Unspecified"," ","","0","1","","","Other Activities Ships","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0008459","2","ESTER J (-), PACIFIC PREMIER (IMO 9114141)","ESTER J: Unknown/unspecified, PACIFIC PREMIER: Unknown/unspecified","PAN","1996-11-26 02:15","Less serious","390788S 1451925E"," Bass Trait","1","0","Collision","Ester J, a steel hulled fishing vessel, based in San Remo, Victoria, had been fishing for shark about 50 miles south of Port Phillip during the 25 November 1997, with a crew of three aboard.
At about 0100 Eastern Australian Standard Time on 26 November, the Skipper anchored the vessel in about 75 m of water in position 39° 7.88’ South 145° 19.25’ East, about 33 miles south of Phillip Island. The vessel switched on its anchor light and the Skipper and one of the deck hands went to bed, leaving one deck hand on watch.
At or a little after 0200, the deck hand noticed the lights of a ship approaching from an easterly direction. He realised that the vessel was bearing down towards Ester J and he immediately called the Skipper. The Skipper started the fishing vessel’s engine and called the unidentified vessel on channel 16 VHF, with no response. There was no time to weigh anchor or cut the cable, so he put the engine full astern, but the two vessels collided at about 0215.
The fishing vessel sustained damage to the port side. The large vessel did not stop or make any attempt to call Ester J. A quick inspection of the damage showed the vessel was not in immediate danger of sinking
Ester J’s Skipper called Melbourne Maritime Communications Centre on the radio frequency 4125 kHz, reporting the incident. He then called his home by mobile telephone.
Nobody was injured and no pollution resulted from the collision.
The hull remained watertight and the engine was operational, so the Skipper set course for San Remo, where the vessel arrived safely at 0800 on 26 November.
","Fish Catching Vessel","","63.11","","","","3","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2011-11-30",""
"C0001464","1","UTVIKEN (-)","UTVIKEN: Unknown/unspecified","BHS","1996-11-26 00:00","Unspecified"," ","","1","1","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-05-22","2005-05-23"
"C0001463","1","MALLARD (-)","MALLARD: Unknown/unspecified","CYP","1996-11-25 08:55","Serious"," ","Below Lock N°1, Port Weller, Ontario","1","0","Collision","The ""Mallard"" was inbound for Lock No. 1, Welland Canal and was landing at slow speed on the northernmost section of the tie-up wall. The vessel was still making headway when she came bodily alongside the wall. When the vessel's stern became subject to bank suction and was drawn towards the wall, the bow swung to port across the channel. A few minutes earlier, the ""Canadian Enterprise"" had departed Lock No. 1 outbound and was keeping to the east of the centre line of the channel. As the bow of the ""Mallard"" swung across the channel towards the ""Canadian Enterprise"", measures to avoid collision were taken by both vessels but the port bow of the ""Mallard"" struck the port side of the ""Canadian Enterprise"". No one was injured but both vessels were damaged. There was no pollution. ","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2011-12-06",""
"C0001462","1","CANADIAN ENTERPRISE (-)","CANADIAN ENTERPRISE: Unknown/unspecified","CAN","1996-11-25 00:00","Unspecified"," ","","0","1","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0001461","1","PROMEX AMAN (-)","PROMEX AMAN: Unknown/unspecified","MYS","1996-11-24 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001460","1","HALSTENBEK (-)","HALSTENBEK: Unknown/unspecified","BLZ","1996-11-22 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001459","1","IRAN CHAMRAN (-)","IRAN CHAMRAN: Unknown/unspecified","IRN","1996-11-20 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001458","1","ESRA 1 (-)","ESRA 1: Unknown/unspecified","TUR","1996-11-19 00:00","Unspecified"," ","","0","0","","","Other Ships Structures","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001457","1","AMER VED (-)","AMER VED: Unknown/unspecified","CYP","1996-11-19 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
