Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0007241","1","M NURI CERRAHOGLU (-)","M NURI CERRAHOGLU: Unknown/unspecified","TUR","1994-11-05 02:00","Less serious","103430S 1420100E","In Torres Strait","1","0","Stranding / grounding","The Turkish flag bulk carrier M Nuri Cerrahoglu, sailed from Hay Point on 2 November 1994, loaded with about 52,500 tonnes of coal, bound for Singapore and Turkey by way of the inner route of the Great Barrier Reef and Torres Straits. The ship had a maximum draft of about 11.0m and required a suitable ""tidal window"" to navigate the Prince of Wales Channel and Varzin Passage of the Torres Straits. 
At Hay Point a licensed pilot joined the ship, to take charge of the navigation for the passage through the Reef. 
On the evening of 4 November, the ship anchored on the eastern side of Prince of Wales Channel, awaiting a sufficient rise in the sea level to safely navigate Varzin Passage on the western side. At about 23:30 hours, the ship weighed anchor and transited the Prince of Wales Channel. When approaching Varzin Passage at about 02:00 hours, the broadcasting tide gauge at Booby Island indicated there was insufficient water for the ship to pass safely. 
The Pilot decided to delay the ship by turning a wide circle to port. When almost half way through the turn, the M Nuri Cerrahoglu stopped swinging despite port rudder being applied. The ship was travelling slowly and, concerned that the ship might be touching the seabed, the engines were put astern. After 20 to 30 minutes the ship had gained sufficient stern way to take it into safe water, where she was checked for possible damage before passing through Varzin Passage. 
Nobody was hurt as a result of the incident, no damage was reported to the ship and no pollution resulted. 
","bulk carrier","Ship remains fit to proceed","36659","DNV AS (DNV)","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-04-09",""
"C0001107","1","PAMELA (-)","PAMELA: Unknown/unspecified","LBR","1994-11-05 00:00","Unspecified"," ","","0","0","","","Chemical Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001106","1","MARIYA (-)","MARIYA: Unknown/unspecified","LTU","1994-11-01 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001105","1","PIONERSK (-)","PIONERSK: Unknown/unspecified","RUS","1994-10-31 00:00","Unspecified"," ","","0","0","","","Fish Factory Ship / Fish Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001104","1","OCEAN LUCKY (-)","OCEAN LUCKY: Unknown/unspecified","VCT","1994-10-25 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001103","1","SEVEN SUPERPOWER (-)","SEVEN SUPERPOWER: Unknown/unspecified","PHL","1994-10-21 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001102","1","THANASSIS A. (-)","THANASSIS A.: Unknown/unspecified","MLT","1994-10-21 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001101","1","SYRVE (-)","SYRVE: Unknown/unspecified","RUS","1994-10-21 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001100","2","TERUHO MARU (-), TOYOTAKA MARU (-)","TERUHO MARU: Unknown/unspecified, TOYOTAKA MARU: Unknown/unspecified","JPN","1994-10-17 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001099","1","WILCON I (-)","WILCON I: Unknown/unspecified","PHL","1994-10-15 00:00","Unspecified"," ","","0","0","","","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001098","1","GREEN TIGER (-)","GREEN TIGER: Unknown/unspecified","MLT","1994-10-13 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001097","1","SEA ISLAND (-)","SEA ISLAND: Unknown/unspecified","LBR","1994-10-08 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007478","1","CHENNAI NERMAI (IMO 8128092)","CHENNAI NERMAI: Unknown/unspecified","IND","1994-10-01 00:00","Serious"," ","Burnie","1","0","Contact","On Saturday, 1 October 1994, the Indian bulk carrier Chennai Nermai, while entering the Tasmanian port of Burnie under pilotage and being turned within the harbour, made heavy contact with McGaw Pier. The concrete pier was penetrated to a depth of about 4m and the ship sustained damage to the stem and bow plating. ","General Bulk Carrier","","23991","Lloyd's Register (LR)","","","43","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-10-19",""
"C0001096","2","JARKU (-), SHAN FURYU (-)","JARKU: Unknown/unspecified, SHAN FURYU: Unknown/unspecified","PAN","1994-10-01 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001095","1","ZENIA II (-)","ZENIA II: Unknown/unspecified","PAN","1994-09-30 00:00","Unspecified"," ","","0","0","","","Refrigerated Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007408","1","KAPITAN SERYKH (IMO 8504961)","KAPITAN SERYKH: Unknown/unspecified","RUS","1994-09-29 09:00","Serious"," ","Botany bay","1","0","Stranding / grounding","At 08:40 hours on 29 September 1994, the Russian container ship Kapitan Serykh sailed from Brotherson Dock, Botany Bay under the direction of a pilot of the Sydney Ports Pilot Service and with the assistance of two tugs. The wind was from the north-west at 20-30 knots.
The ship cleared the dock stem first and was then turned to starboard to make the approach to the dredged departure channel. The two tugs were released as soon as the ship had been turned in the swinging basin.
Kapitan Serykh failed to provide sufficient propeller thrust and to gain sufficient speed to fully execute the eighty degrees turn into the departure channel, despite the Pilot's repeated call for full ahead and grounded on the south side of the channel at 09:00 hours.
The ship was refloated, with the assistance of tugs, after about half an hour and returned to Brotherson Dock, where divers ascertained there had been no structural damage to the ship.
","Container Ship","","14046","","","","23","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-09-09",""
"C0001094","1","BURAK M (-)","BURAK M: Unknown/unspecified","TUR","1994-09-28 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001093","1","ESTONIA (IMO 7921033)","ESTONIA: Unknown/unspecified","EST","1994-09-28 00:00","Very serious"," ","Baltic Sea","1","0","Capsizing and sinking","Shortly before 2 a.m. on 28 September 1994 the Estonian ro-ro passenger ship “Estonia” capsized and sank in the Baltic Sea whilst on a scheduled passage from Tallinn to Stockholm. A large number of lives were lost.
 The accident is being investigated by a joint Estonian/Finnish/Swedish commission.
","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-04-02",""
"C0001056","1","AUCE (-)","AUCE: Unknown/unspecified","LVA","1994-09-24 00:00","Unspecified"," ","","0","1","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0001055","1","DEBORAH (-)","DEBORAH: Unknown/unspecified","PAN","1994-09-20 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001089","1","IRON ANTONIS (-)","IRON ANTONIS: Unknown/unspecified","CYP","1994-09-03 00:00","Unspecified"," ","","0","1","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0001054","1","DRAGOMIRESTI (IMO 7906370)","DRAGOMIRESTI: Unknown/unspecified","ROU","1994-08-24 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001053","1","TAMBER RIVER (-)","TAMBER RIVER: Unknown/unspecified","MLT","1994-08-13 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001074","1","SALEM TWELVE (-)","SALEM TWELVE: Unknown/unspecified","EGY","1994-08-11 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0007412","1","Kayax (IMO 9000924)","Kayax: Unknown/unspecified","PAN","1994-08-09 00:00","Serious"," ","Port of Portland, Victoria","1","0","Accident","At about 11:00 hours on 9 August 1994, the Panama flag bulk carrier Kayax was alongside in the port of Portland, Victoria, to load a full cargo of grain. 
A Surveyor from the Australian Maritime Safety Authority boarded the ship to undertake a grain loading inspection and a port state control inspection. 
As part of the port state control inspection, the port lifeboat was lowered to the boat deck and then recovered to its embarkation position at the davit head. In this position the surveyor asked to see the lifeboat engine run ahead and astern. After some minutes, with the engine running but the shaft in neutral, the boat suddenly became detached from the lifeboat falls and fell to the water, a distance of a little under 20 metres. 
In the boat were the Second Mate and two ratings. The Master was just getting in when the boat fell. The four men were admitted to hospital with significant injuries, the Second Mate suffering serious head and spine injuries requiring prolonged hospital care and rehabilitation. 
The boat was recovered from the water and an investigation initiated into the circumstances and causes of the incident. 
","Bulk Carrier","Serious injuries","23277","","","","17","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-09-10",""
"C0001088","1","ARKTIS ISLAND (-)","ARKTIS ISLAND: Unknown/unspecified","XDA","1994-08-09 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0001087","1","ASEAN PRINCESS (-)","ASEAN PRINCESS: Unknown/unspecified","SGP","1994-08-09 00:00","Unspecified"," ","","0","0","","","Chemical Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001073","1","CHRYSANTHI (-)","CHRYSANTHI: Unknown/unspecified","BLZ","1994-08-08 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001086","1","WELLBORN (-)","WELLBORN: Unknown/unspecified","LBR","1994-08-05 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001085","1","NEFTEGAZ 12 (-)","NEFTEGAZ 12: Unknown/unspecified","RUS","1994-08-04 00:00","Unspecified"," ","","0","0","","","Offshore Supply Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001084","1","ALL ALASKAN (-)","ALL ALASKAN: Unknown/unspecified","USA","1994-07-24 00:00","Unspecified"," ","","0","1","","","Fish Factory Ship / Fish Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0001082","1","IVAN PANOV (-)","IVAN PANOV: Unknown/unspecified","RUS","1994-07-22 00:00","Unspecified"," ","","0","0","","","Fish Catching Vessel","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001081","1","MAHARSHI DAYANAND (IMO 7422726)","MAHARSHI DAYANAND: Unknown/unspecified","IND","1994-07-20 00:00","Unspecified"," ","","0","0","","","Bulk Dry / Oil Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001083","2","RACER (-), TAIZAN (-)","RACER: Unknown/unspecified, TAIZAN: Unknown/unspecified","VCT","1994-07-15 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001080","1","GEORGIOS K (-)","GEORGIOS K: Unknown/unspecified","VCT","1994-07-13 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001079","1","AL-LOLOA (-)","AL-LOLOA: Unknown/unspecified","PAN","1994-07-12 00:00","Unspecified"," ","","0","0","","","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001078","1","KONSTANTIN ZANKOV (-)","KONSTANTIN ZANKOV: Unknown/unspecified","RUS","1994-07-12 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001077","2","DONGJIN BUSAN (-), JANG YUNG BUSAN (-)","DONGJIN BUSAN: Unknown/unspecified, JANG YUNG BUSAN: Unknown/unspecified","KOR","1994-07-11 23:45","Very serious","345900N 1291530E","Moji, Japan","0","0","Collision","M/V JANG YUNG BUSAN left Moji Japan, laden with container 13 EA and general cargo 350 tons, for Busan Korea at 12.30 on 11 July 1994. Her master Ko.H.S taken over duty 1800 on the same day kept true course 306 degres speed 10.5 Kts.
After found the opposite vessel, DONG JIN BUSAN with true course 125 degres speed 8.5 Kts, JANG YUNG BUSAN Master neglected collision avoiding action. 
The starboard center of JANG YUNG BUSAN collided with DONG JIN BUSAN's bow.
As the result of that, JANG YUNG BUSAN sunk 0015 on 12 July and her 2 crew missing, 1 crew died including Master. ","General Cargo Ship","Loss of life,Total loss of the ship","998","Korean Register (KR)","2036","","","","","3","0","0","0","0","0","",""
"C0001076","1","PECHEUR BRETON (-)","PECHEUR BRETON: Unknown/unspecified","HND","1994-07-01 00:00","Unspecified"," ","","0","0","","","Refrigerated Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001072","1","PRINCESS OF SCANDINAVIA (-)","PRINCESS OF SCANDINAVIA: Unknown/unspecified","DNK","1994-06-30 00:00","Unspecified"," ","","0","1","","","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0001075","1","FALSTER LINK (-)","FALSTER LINK: Unknown/unspecified","BHS","1994-06-28 00:00","Unspecified"," ","","0","0","","","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0001071","1","APOLLO SEA (IMO 7327677)","APOLLO SEA: Unknown/unspecified","PAN","1994-06-20 00:00","Unspecified"," ","","0","1","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0007327","1","THEBES (IMO 8204286)","THEBES: Unknown/unspecified","EGY","1994-06-11 00:05","Serious"," ","In the Western Approaches to Torres Strait","1","0","Stranding / grounding","Late on the evening of 10 June 1997, the Egyptian bulk carrier Thebes, on a ballast passage from Singapore to Newcastle, New South Wales, embarked a licensed coastal pilot to the north-west of Booby Island for the passage through Torres Strait and the Inner Two-way Route of the Great Barrier Reef. 
At about 23:45 hours, after negotiating Gannet Passage and with the ship steadied on a course with Goods Island light right ahead, steering was changed from manual to automatic steering mode. The Pilot then handed the con back to the Master, in order to go below for a few minutes, but before leaving the bridge, at about 23:52 hours, he explained his passage plan, on the chart, for the Torres Strait. 
When the Pilot returned to the bridge at 00:02 hours, the Master and watch officers were at the chart table. Moving through to the wheelhouse, the Pilot initially could not see Goods Island light ahead, but seeing the heading was on 110, he then saw the light wide on the port bow. At the same time, the Master’s attention was brought to the 2400 position on the chart, which was well to the south of the track. The Master ran to the steering console and the rudder was put hard to port. However, after turning through about 70, Thebes ran aground on the south side of Larpent Bank. 
The engine was put to full astern, water ballast was dumped from the forward upper wing tanks and pumped from the forepeak, and the vessel refloated at 01:12 hours on 11 June. Soundings indicated that no tanks had been breached, therefore passage was resumed
","Bulk Carrie","","24.561","","","","29","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-05-29",""
"C0001070","1","SARAY STAR (-)","SARAY STAR: Unknown/unspecified","MLT","1994-06-10 00:00","Unspecified"," ","","0","0","","","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
