Reference,NumberOfShipsInvolved,ShipsInvolved,SOLASStatus,FlagStates,IncidentDateTime,TypeOfCasualty,Coordinates,Location,NumberOfInvestigationReports,NumberOfAnalyses,InitialEvent,SummaryOfEvents,ShipType1,Consequences1,GrossTonnage1,ClassificationSociety1,Deadweight1,Cargo1,CrewOnboard1,PassengersOnboard1,OthersOnboard1,DeadMissingCrew2,DeadMissingPassengers2,DeadMissingOthers3,SeriouslyInjuredCrew2,SeriouslyInjuredPassengers2,SeriouslyInjuredOthers2,InvestationReportDate,AnalysisDate
"C0000746","1","SCAIENI (-)","SCAIENI: Unknown/unspecified","ROU","1991-12-08 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000745","1","INDEPENDENCIA (-)","INDEPENDENCIA: Unknown/unspecified","VCT","1991-12-08 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000744","1","CHUN KYUNG (-)","CHUN KYUNG: Unknown/unspecified","KOR","1991-12-07 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000743","1","MARMARA S (-)","MARMARA S: Unknown/unspecified","TUR","1991-12-06 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000742","1","SOL PHRYNE (-)","SOL PHRYNE: Unknown/unspecified","HND","1991-12-06 00:00","Unspecified"," ","","0","0","","","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000741","1","LINA (-)","LINA: Unknown/unspecified","MLT","1991-12-03 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000740","1","BAKLAN (-)","BAKLAN: Unknown/unspecified","BGR","1991-12-01 00:00","Unspecified"," ","","0","0","","","Fish Factory Ship / Fish Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007237","1","NORTHERN L (-)","NORTHERN L: Unknown/unspecified","AUS","1991-11-30 02:30","Very serious","080300N 1183400E","In the Sulu Sea","1","0","Fire and Sinking","In the early hours of 30 November 1991, while on a positioning voyage from Singapore to Cebu City in the Philippines, the Australian registered fishing ship Northern L caught fire. The six crews were enable to fight the fire and abandoned the ship, taking with them an emergency radio and ship’s 406lHz emergency position indicator radio beacon (EPIRB). At about 05:00 hours, explosions were heard coming from the ship, which sank shortly after.  The six survivors had been rescued by the Liberian registered tanker Nagasaki Spirit en route from Dulang, Malaysia to Santa, Indonesia.
 
","Fish Catching Vessel","Total loss of the ship","1211","American Bureau of Shipping (ABS)","","","6","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-04-08",""
"C0000739","1","MANOKWARI (-)","MANOKWARI: Unknown/unspecified","IDN","1991-11-30 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000738","1","ENTRUST FAITH (-)","ENTRUST FAITH: Unknown/unspecified","GRC","1991-11-27 00:00","Unspecified"," ","","0","1","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000737","1","PACIFIC S (-)","PACIFIC S: Unknown/unspecified","TUR","1991-11-25 00:00","Unspecified"," ","","0","0","","","Bulk Dry / Oil Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000736","1","MINERVA (-)","MINERVA: Unknown/unspecified","PAN","1991-11-25 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000735","1","IRINI (-)","IRINI: Unknown/unspecified","MLT","1991-11-24 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000734","1","NEW ROSE (-)","NEW ROSE: Unknown/unspecified","EGY","1991-11-24 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000729","1","CAPTAIN AKIS (-)","CAPTAIN AKIS: Unknown/unspecified","PAN","1991-11-22 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000733","1","AL-ISHRAT (-)","AL-ISHRAT: Unknown/unspecified","BGD","1991-11-22 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000732","1","HANJIN KARACHI (-)","HANJIN KARACHI: Unknown/unspecified","KOR","1991-11-22 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000728","1","KILKENNY (-)","KILKENNY: Unknown/unspecified","IRL","1991-11-21 00:00","Unspecified"," ","","0","0","","","Container Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000727","1","COSMOS NO. 2 (-)","COSMOS NO. 2: Unknown/unspecified","PAN","1991-11-16 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000726","1","ZAKIR HUSSAIN (-)","ZAKIR HUSSAIN: Unknown/unspecified","IND","1991-11-14 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000725","1","RABUNION XVIII (-)","RABUNION XVIII: Unknown/unspecified","LBN","1991-11-14 00:00","Unspecified"," ","","0","0","","","Passenger / Ro-Ro Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000724","1","SONATA (-)","SONATA: Unknown/unspecified","PAN","1991-11-13 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000723","1","SVANGEN (-)","SVANGEN: Unknown/unspecified","PAN","1991-11-10 00:00","Unspecified"," ","","0","0","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000722","1","APOLLONIA FAITH (-)","APOLLONIA FAITH: Unknown/unspecified","CYP","1991-11-07 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000721","1","STORA KORSNAS LINK  I (-)","STORA KORSNAS LINK  I: Unknown/unspecified","SWE","1991-11-05 00:00","Very serious"," ","in Tees Bay off the east coast of England","1","0","Fire and subsequent sinking","Stora Korsnas Link I sailed at 11:20 hrs on 31 October 1991 from Gavle for Hartlepool, England. On 5th November 1991 at 06.29 hrs a fire started in the ship's engine room. The C02 fire extinguishing system was activated. At 07:55 hrs it was feared that the fire had spread to the cargo. C02 fire extinguishing was activated to the cargo spaces (holds 1 and 2) and again to the engine room.
At 08:35 hrs, seven crew members were evacuated by helicopter. The ship lay at anchor from 09.15 to 11:20 hrs. At 09:40 hrs a further five crew members were evacuated by helicopter. The vessel was under tow from 11:20 to 15:10 hrs. Towards the end of this period it was noted that the fire had spread to the garage deck.
At 15:10 hrs the ship was again anchored. At 15:50 hrs the remaining crew members were evacuated by helicopter.
During the following four days the ship was on fire, first on the garage deck, later in the accommodation spaces. Since the ship was carrying dangerous cargo (sodium chlorate) she was not permitted to enter port. She was kept under observation and was sprayed with water for cooling from 6th November at 06:55 hrs by the contracted salvage company. On 10th November at about 04:05 hrs a number of violent explosions took place in the vessel, which immediately started to sink.
","Passenger / Ro-Ro Cargo Ship","Total loss of the ship","5018.21","Lloyd's Register (LR)","9387","","17","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2011-03-28",""
"C0000720","1","MARITIME HIBISCUS (-)","MARITIME HIBISCUS: Unknown/unspecified","LBR","1991-11-03 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000719","1","CANDRA KIRANA (-)","CANDRA KIRANA: Unknown/unspecified","IDN","1991-10-30 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000718","1","AQUARIUS BRIGHT (-)","AQUARIUS BRIGHT: Unknown/unspecified","PAN","1991-10-28 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000717","1","TUNG LONG (-)","TUNG LONG: Unknown/unspecified","PAN","1991-10-26 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000716","1","ERATO (-)","ERATO: Unknown/unspecified","MLT","1991-10-21 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000715","1","THE FIESTA (-)","THE FIESTA: Unknown/unspecified","PAN","1991-10-14 00:00","Unspecified"," ","","0","0","","","Passenger Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000714","1","POLYNESIAN LINK (-)","POLYNESIAN LINK: Unknown/unspecified","ZZZ","1991-10-12 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000713","1","FIRST GLORY (-)","FIRST GLORY: Unknown/unspecified","PAN","1991-10-10 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000710","1","YINKA FOLAWIYO (-)","YINKA FOLAWIYO: Unknown/unspecified","BHS","1991-10-08 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0007322","1","TNT CARPENTARIA (IMO 8019007)","TNT CARPENTARIA: Unknown/unspecified","AUS","1991-10-04 17:54","Serious"," ","Torres Strait","1","0","Stranding / grounding","On 4 October 1991 the Australian flag bulk carrier TNT Carpentaria was on passage from Weipa to Gladstone with a fill cargo of bauxite and drawing a maximum draught of 12.13m. 
At about 17:16 hours Eastern Standard Time, a pilot from the Queensland Coast and Torres Strait Pilot Service boarded the ship about 2.4 miles west of Harrison Rock buoy at the western extreme of the Prince of Wales channel. 
After a brief discussion with the Master, the pilot advised that there was insufficient water in certain parts of the Prince of Wales Channel to allow the ship to make a safe passage. It was decided to wait off the channel until the transmitting tide gauges indicated sufficient under-keel clearance to allow the ship to transit the channel. 
At about 17:36 hours, the pilot ordered the wheel be put hard to port, so as to make a turn on to a reciprocal course to await the tide. 
At about 17:54 hours, the ship grounded 0.7 miles north-west of Harrison Rock at the western end of Sunk Reefs. 
At about 21:03 hours the ship refloated under its own power and the passage to Gladstone was resumed. 
No-one was injured in the incident and there was no pollution. 
","Bulk carrier","Ship remains fit to proceed","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-05-28",""
"C0000708","1","NIPPO MARU (-)","NIPPO MARU: Unknown/unspecified","JPN","1991-09-27 18:55","Very serious","344600N 1343600E","Himeji Port Hyogo Prefecture","1","0","Stranding / grounding","Nippo Maru completed unloading cargo alongside a pier in Port Himeji (Hyogo Prefecture). It had been scheduled that the ship to be loaded with new cargoes at the same pier. However, as a strong typhoon was approaching there, Nippo Maru decided to take refuge out of the harbour. 
The ship, leaving her holds empty, took abt. 900 tons of sea water ballast in her double bottom tanks and lay outside the harbour at her port anchor, setting a deck hand as Watch Keeper in Port. The ship dragged anchor due to the increasingly forceful South-Eastern wind and stranded on the wave damper blocks placed around the wharf at her stern bottom.	
","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2010-11-03",""
"C0000712","1","THANH TO (-)","THANH TO: Unknown/unspecified","VNM","1991-09-27 00:00","Unspecified"," ","","0","0","","","Fish Factory Ship / Fish Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000707","1","DARSHAN (-)","DARSHAN: Unknown/unspecified","PAN","1991-09-27 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000709","1","OSHIMA MARU (-)","OSHIMA MARU: Unknown/unspecified","JPN","1991-09-27 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000711","1","MANGO QUEEN (-)","MANGO QUEEN: Unknown/unspecified","LBR","1991-09-27 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000706","1","DIAMOND (-)","DIAMOND: Unknown/unspecified","NOR","1991-09-26 00:00","Unspecified"," ","","0","0","","","Bulk Dry (general, ore) Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000705","1","MARINE FUTURE (-)","MARINE FUTURE: Unknown/unspecified","PAN","1991-09-21 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000704","1","AMRA I (-)","AMRA I: Unknown/unspecified","VCT","1991-09-20 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000703","1","OMNISEA (-)","OMNISEA: Unknown/unspecified","USA","1991-09-16 00:00","Unspecified"," ","","0","1","","","Fish Factory Ship / Fish Carrier","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000702","1","JONGKONG (-)","JONGKONG: Unknown/unspecified","LBR","1991-09-14 00:00","Unspecified"," ","","0","1","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000701","1","AGATHIS (-)","AGATHIS: Unknown/unspecified","PAN","1991-09-13 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0007407","1","JOVIAN LOOP (-)","JOVIAN LOOP: Unknown/unspecified","PAN","1991-09-09 00:00","Less serious"," ","On Unison Reef, Great Barrier Reef","1","0","Stranding / grounding","On 9 September 1991 the 6710 tonnes deadweight Panamanian registered motor tanker Jovian Loop grounded on Unison Reef in the inner two-way route of the Great Barrier Reef, while on passage from Broome to Townsville with a part cargo of tallow.

The ship was refloated after one hour, without assistance, and continued on its voyage to Townsville. No pollution resulted from the grounding and the ship sustained only minor damage. 
","Motor Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-09-09",""
"C0000700","1","ESSO MERSEY (-)","ESSO MERSEY: Unknown/unspecified","GBR","1991-09-04 05:05","Very serious"," ","Esso Fawley Refinery Marine Terminal on","1","0","Fire or explosion","The 1972 built, UK registered motor tanker Esso Mersey was discharging cargo at the Esso Fawley Refinery Marine Terminal on 4 September 1991 when an explosion occurred in the pump room. The products of the explosion passed up through the pump room, burst into the cargo control room, and exited through the forward starboard door at poop deck level. The Chief Officer suffered severe burns from which he later died while an Able Seaman was killed outright in the blast.

The discharge operation ceased immediately and, due to the action taken by ship's staff, only minor leakage in the pump room. Minor fire damage occurred in the pump room with severe blast and fire damage to the cargo control room.
","Oil Tanker","Loss of life","11.898","Lloyd's Register (LR)","","","16","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","2009-10-19",""
"C0000699","1","THEOMANA (-)","THEOMANA: Unknown/unspecified","MLT","1991-09-03 00:00","Unspecified"," ","","0","1","","","Oil Tanker","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","","2005-05-23"
"C0000698","1","ROSTOK (-)","ROSTOK: Unknown/unspecified","QPA","1991-09-02 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
"C0000697","1","SEA ARCHITECT (-)","SEA ARCHITECT: Unknown/unspecified","PAN","1991-08-24 00:00","Unspecified"," ","","0","0","","","General Cargo Ship","","","","","","","","","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","[Primary Annex 2 not designated]","",""
